id,created_at,source,original_text,lang,favorite_count,retweet_count,original_author,hashtags,user_mentions,place,place_coord_boundaries
1.16E+18,Sun Aug 11 06:16:16 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @mvollmer1: Making motorcycles ""smart"" and safer with the help of #AI. Via @seeker #AI #transportation #AutonomousVehicles @Paula_Piccar…",en,0,107,ramonvidall,"AI, AI, transportation, AutonomousVehicles","mvollmer1, Seeker","Barcelona, España",
1.16E+18,Sun Aug 11 06:14:04 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @TomHall: Cool, but

NO WAY!

🚔

#SelfDrivingCars #Saturday 

https://t.co/Op56fRdg3R",en,0,118,DonaldPilgrim2,"SelfDrivingCars, Saturday",TomHall,STONEHENGE. WILTSHIRE. UK,
1.16E+18,Sun Aug 11 06:12:20 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TomHall: Cool, but

NO WAY!

🚔

#SelfDrivingCars #Saturday 

https://t.co/Op56fRdg3R",en,0,118,boltbolaya,"SelfDrivingCars, Saturday",TomHall,South Africa,
1.16E+18,Sun Aug 11 06:11:07 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @rajat_shrimal: This Renault concept car showcases the technology in their future #AutonomousVehicles

#AI #Automation #Industry40 #Arti…",en,0,18,zzorglob,"AutonomousVehicles, AI, Automation, Industry40",rajat_shrimal,Danmark - Odense- Robotland,
1.16E+18,Sun Aug 11 06:09:17 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TomHall: Cool, but

NO WAY!

🚔

#SelfDrivingCars #Saturday 

https://t.co/Op56fRdg3R",en,0,118,Amar1Falcon9,"SelfDrivingCars, Saturday",TomHall,,
1.16E+18,Sun Aug 11 06:08:39 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @mvollmer1: Making motorcycles ""smart"" and safer with the help of #AI. Via @seeker #AI #transportation #AutonomousVehicles @Paula_Piccar…",en,0,107,netogranados777,"AI, AI, transportation, AutonomousVehicles","mvollmer1, Seeker",,
1.16E+18,Sun Aug 11 06:06:39 +0000 2019,"<a href=""http://www.startzai.com"" rel=""nofollow"">startzai rt</a>","RT @guidaautonoma: Perché i chip sono il tallone dell'Achille del dominio tech della Cina

https://t.co/l8MBMJYaKM
#electricvehicles #guida…",it,0,2,startzai,electricvehicles,guidaautonoma,italy,
1.16E+18,Sun Aug 11 06:06:31 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Fabriziobustama: Top 5 Problems #ArtificialIntelligence Can Solve in Logistics

By @Irish_TechNews
https://t.co/b3XtkoiYvz

#Autonomous…",en,0,11,techpearce2,ArtificialIntelligence,"Fabriziobustama, Irish_TechNews","Manchester, England",
1.16E+18,Sun Aug 11 06:01:42 +0000 2019,"<a href=""https://ho.com"" rel=""nofollow"">auto is the only way it can be </a>","RT @guidaautonoma: The age of #artificialintelligence: Making driving safer for #disabled, #elderly in #Seoul

https://t.co/RjHGMYyDjC
#aut…",en,0,3,sectest9,"artificialintelligence, disabled, elderly, Seoul",guidaautonoma,"Hyderabad, India",
1.16E+18,Sun Aug 11 06:01:22 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The age of #artificialintelligence: Making driving safer for #disabled, #elderly in #Seoul

https://t.co/RjHGMYyDjC
#autonomous #SmartCity #AI #IoT #Robotics #tech #5G #driverless #selfdriving #SelfDrivingCars #startup #technology #DriverlessCars #Robots #startups #mobility",en,0,3,guidaautonoma,"artificialintelligence, disabled, elderly, Seoul, autonomous, SmartCity, AI, IoT, Robotics, tech, 5G, driverless, selfdriving, SelfDrivingCars, startup, technology, DriverlessCars, Robots, startups, mobility",,Genova Italy,
1.16E+18,Sun Aug 11 05:59:39 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TomHall: Cool, but

NO WAY!

🚔

#SelfDrivingCars #Saturday 

https://t.co/Op56fRdg3R",en,0,118,SnOlten,"SelfDrivingCars, Saturday",TomHall,,
1.16E+18,Sun Aug 11 05:58:42 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TomHall: Cool, but

NO WAY!

🚔

#SelfDrivingCars #Saturday 

https://t.co/Op56fRdg3R",en,0,118,fuzzysemi,"SelfDrivingCars, Saturday",TomHall,,
1.16E+18,Sun Aug 11 05:50:04 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @CelineDarnet_: 700+ enterprise #Drone use-cases for 2019 &gt;&gt;&gt; @droneii via @MikeQuindazzi &gt;&gt;&gt; #AI #IoT #Robotics #DataScience #Autonomou…,en,0,37,pohl_seosuccess,"Drone, AI, IoT, Robotics, DataScience","CelineDarnet_, droneii, MikeQuindazzi","Berlin, Deutschland",
1.16E+18,Sun Aug 11 05:49:28 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @CelineDarnet_: 700+ enterprise #Drone use-cases for 2019 &gt;&gt;&gt; @droneii via @MikeQuindazzi &gt;&gt;&gt; #AI #IoT #Robotics #DataScience #Autonomou…,en,0,37,tomaso2013,"Drone, AI, IoT, Robotics, DataScience","CelineDarnet_, droneii, MikeQuindazzi","Bangkok, Thailand",
1.16E+18,Sun Aug 11 05:49:21 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TomHall: Cool, but

NO WAY!

🚔

#SelfDrivingCars #Saturday 

https://t.co/Op56fRdg3R",en,0,118,mdsmendoza,"SelfDrivingCars, Saturday",TomHall,,
1.16E+18,Sun Aug 11 05:47:55 +0000 2019,"<a href=""http://www.oe24.at"" rel=""nofollow"">LoRaAustria_Schnittstelle</a>","RT @guidaautonoma: Ecco #Golf8, che #Volkswagen ha cambiato soprattutto 'sotto'

https://t.co/TRAMNw0k2V
#guidaautonoma #autonomous #SmartC…",it,0,3,LoRaAustria,"Golf8, Volkswagen, guidaautonoma, autonomous",guidaautonoma,"Wien, Österreich",
1.16E+18,Sun Aug 11 05:45:39 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Perché i chip sono il tallone dell'Achille del dominio tech della Cina

https://t.co/l8MBMJYaKM
#electricvehicles #guidaautonoma #autonomous #SmartCity #AI #IoT #Robotics #tech #5G #driverless #selfdriving #SelfDrivingCars #startup #technology #DriverlessCars #Robots #startups https://t.co/hktM2aGTpM",it,0,2,guidaautonoma,"electricvehicles, guidaautonoma, autonomous, SmartCity, AI, IoT, Robotics, tech, 5G, driverless, selfdriving, SelfDrivingCars, startup, technology, DriverlessCars, Robots, startups",,Genova Italy,
1.16E+18,Sun Aug 11 05:43:56 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The future of #Transportation 

#AI #AutonomousVehicles #SmartCities #futureofwork 

@MusicComposer1
 
@Paula_Piccard
 
@Fabriziobustama
 
@pascal_bornet
 
@HaroldSinnott
 
@kashthefuturist
 
@chboursin
 
@Julez_Norton
 
@PatrickGunz_CH
 
@kuriharan
 
@fogle_shane
 
@WSWMUC",en,0,0,HarbRimah,"Transportation, AI, AutonomousVehicles, SmartCities, futureofwork","MusicComposer1, Paula_Piccard, Fabriziobustama, pascal_bornet, HaroldSinnott, kashthefuturist, chboursin, Julez_Norton, PatrickGunz_CH, kuriharan, fogle_shane, WSWMUC",,
1.16E+18,Sun Aug 11 05:36:38 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @evankirstel: 🚜 Not your grandfather’s tractor #ai #AutonomousVehicles #AgTech #farming #agriculture   https://t.co/Sd7Hz4j2um,en,0,76,terminant0,"ai, AutonomousVehicles, AgTech, farming, agriculture",evankirstel,,
1.16E+18,Sun Aug 11 05:36:30 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @guidaautonoma: #Jaguar I-Pace:
prezzo di partenza, tecnologia e autonomia

https://t.co/ZloZ1zViGl
#ElectricVehicles #guidaautonoma #au…",it,0,5,dsscreenshot,"Jaguar, ElectricVehicles, guidaautonoma",guidaautonoma,"Nova Scotia, Canada",
1.16E+18,Sun Aug 11 05:36:15 +0000 2019,"<a href=""http://www.startzai.com"" rel=""nofollow"">startzai rt</a>","RT @guidaautonoma: #Jaguar I-Pace:
prezzo di partenza, tecnologia e autonomia

https://t.co/ZloZ1zViGl
#ElectricVehicles #guidaautonoma #au…",it,0,5,startzai,"Jaguar, ElectricVehicles, guidaautonoma",guidaautonoma,italy,
1.16E+18,Sun Aug 11 05:35:06 +0000 2019,"<a href=""http://www.startzai.com"" rel=""nofollow"">startzai rt</a>","RT @guidaautonoma: Ecco #Golf8, che #Volkswagen ha cambiato soprattutto 'sotto'

https://t.co/TRAMNw0k2V
#guidaautonoma #autonomous #SmartC…",it,0,3,startzai,"Golf8, Volkswagen, guidaautonoma, autonomous",guidaautonoma,italy,
1.16E+18,Sun Aug 11 05:32:58 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @mvollmer1: Testing #ArtificialIntelligence of #autonomousvehicles in artificial environment. Via @seeker #AI #IoT 
@pascal_bornet @Hein…",en,0,57,Charan__Umesh,"ArtificialIntelligence, autonomousvehicles, AI, IoT","mvollmer1, Seeker, pascal_bornet","Shimoga, India",
1.16E+18,Sun Aug 11 05:31:53 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ecco #Golf8, che #Volkswagen ha cambiato soprattutto 'sotto'

https://t.co/TRAMNw0k2V
#guidaautonoma #autonomous #SmartCity #AI #IoT #Robotics #tech #5G #driverless #selfdriving #SelfDrivingCars #startup #technology #DriverlessCars #Robots #startups #transport #mobility #Travel https://t.co/DDuKWUiSGR",it,1,3,guidaautonoma,"Golf8, Volkswagen, guidaautonoma, autonomous, SmartCity, AI, IoT, Robotics, tech, 5G, driverless, selfdriving, SelfDrivingCars, startup, technology, DriverlessCars, Robots, startups, transport, mobility, Travel",,Genova Italy,
1.16E+18,Sun Aug 11 05:31:34 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @jeanyvesgonin: Roller #Robot with balance and agility &gt;&gt;&gt; @IntEngineering and @ANYbotics via @MikeQuindazzi &gt;&gt;&gt; #AI #IoT #4IR #Robotics…,en,0,46,Charan__Umesh,"Robot, AI, IoT, 4IR, Robotics","jeanyvesgonin, IntEngineering, anybotics, MikeQuindazzi","Shimoga, India",
1.16E+18,Sun Aug 11 05:31:27 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TomHall: Cool, but

NO WAY!

🚔

#SelfDrivingCars #Saturday 

https://t.co/Op56fRdg3R",en,0,118,Christovb7000,"SelfDrivingCars, Saturday",TomHall,"Pretoria, South Africa",
1.16E+18,Sun Aug 11 05:28:05 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @TomHall: Cool, but

NO WAY!

🚔

#SelfDrivingCars #Saturday 

https://t.co/Op56fRdg3R",en,0,118,xavierhmaillard,"SelfDrivingCars, Saturday",TomHall,sweetzerland,
1.16E+18,Sun Aug 11 05:24:38 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @evankirstel: 🚜 Not your grandfather’s tractor #ai #AutonomousVehicles #AgTech #farming #agriculture   https://t.co/Sd7Hz4j2um,en,0,76,abraxas_mx,"ai, AutonomousVehicles, AgTech, farming, agriculture",evankirstel,,
1.16E+18,Sun Aug 11 05:19:06 +0000 2019,"<a href=""https://wisdomfighters.blogspot.com/"" rel=""nofollow"">Startup Bulletin</a>","RT @guidaautonoma: #Jaguar I-Pace:
prezzo di partenza, tecnologia e autonomia

https://t.co/ZloZ1zViGl
#ElectricVehicles #guidaautonoma #au…",it,0,5,StartupBulletin,"Jaguar, ElectricVehicles, guidaautonoma",guidaautonoma,askftq@gmail.com,
1.16E+18,Sun Aug 11 05:19:00 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @mvollmer1: Making motorcycles ""smart"" and safer with the help of #AI. Via @seeker #AI #transportation #AutonomousVehicles @Paula_Piccar…",en,0,107,YvesMulkers,"AI, AI, transportation, AutonomousVehicles","mvollmer1, Seeker",Belgium,
1.16E+18,Sun Aug 11 05:18:32 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @evankirstel: 🚜 Not your grandfather’s tractor #ai #AutonomousVehicles #AgTech #farming #agriculture   https://t.co/Sd7Hz4j2um,en,0,76,jayavasanthan,"ai, AutonomousVehicles, AgTech, farming, agriculture",evankirstel,"Chennai, TamilNadu, India",
1.16E+18,Sun Aug 11 05:18:25 +0000 2019,"<a href=""https://techiewiz.com/"" rel=""nofollow"">Techie Wiz bot</a>","RT @guidaautonoma: #Jaguar I-Pace:
prezzo di partenza, tecnologia e autonomia

https://t.co/ZloZ1zViGl
#ElectricVehicles #guidaautonoma #au…",it,0,5,techie_wiz,"Jaguar, ElectricVehicles, guidaautonoma",guidaautonoma,Global,
1.16E+18,Sun Aug 11 05:16:44 +0000 2019,"<a href=""http://www.massimilianovurro.com"" rel=""nofollow"">Twitter Bot 2018_87</a>","RT @guidaautonoma: #Jaguar I-Pace:
prezzo di partenza, tecnologia e autonomia

https://t.co/ZloZ1zViGl
#ElectricVehicles #guidaautonoma #au…",it,0,5,Manifattura40,"Jaguar, ElectricVehicles, guidaautonoma",guidaautonoma,Web,
1.16E+18,Sun Aug 11 05:16:04 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#Jaguar I-Pace:
prezzo di partenza, tecnologia e autonomia

https://t.co/ZloZ1zViGl
#ElectricVehicles #guidaautonoma #autonomous #SmartCity #AI #IoT #Robotics #tech #5G #driverless #selfdriving #SelfDrivingCars #startup #technology #DriverlessCars #Robots #startups #mobility https://t.co/PoT1l03yUE",it,0,5,guidaautonoma,"Jaguar, ElectricVehicles, guidaautonoma, autonomous, SmartCity, AI, IoT, Robotics, tech, 5G, driverless, selfdriving, SelfDrivingCars, startup, technology, DriverlessCars, Robots, startups, mobility",,Genova Italy,
1.16E+18,Sun Aug 11 05:14:36 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @JeroenBartelse: Self-driving cars, robotic surgeries; the future 5G promises — internet connections so fast they'll support an entirely…",en,0,42,Yogeshchauhan09,,JeroenBartelse,"Gurgaon, Haryana",
1.16E+18,Sun Aug 11 05:11:06 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ipfconline1: The Cost of #SelfDrivingCars Will Be the Biggest Barrier to Their Adoption

https://t.co/3zx0RCALdX  v/ @HarvardBiz
Cc @Gl…",en,0,20,SSXman2,SelfDrivingCars,"ipfconline1, HarvardBiz","Benin-City, Nigeria",
1.16E+18,Sun Aug 11 05:10:20 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @guidaautonoma: #Amazon ha cominciato a consegnare pacchi con i suoi robot Scout

https://t.co/hXAGCygz5r
#guidaautonoma #autonomous #Sm…",it,0,8,BramucciMatteo,"Amazon, guidaautonoma, autonomous",guidaautonoma,"Ancona, Marche",
1.16E+18,Sun Aug 11 05:08:25 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Paula_Piccard: This #robot can park your car at the airport  @CNNBusiness 
#ArtificialIntelligence #AI #AutonomousVehicles #ML #Robotic…",en,0,110,zdUM3txGocNWx4X,"robot, ArtificialIntelligence, AI, AutonomousVehicles, ML","Paula_Piccard, CNNBusiness",,
1.16E+18,Sun Aug 11 05:07:23 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",♻️by @MiSc_at #AppleCar #ProjectTitan #AutonomousCars #AutonomousVehicles #SelfdrivingCars #Transportation #Mobility #MaaS #NewMobility #FutureMobility #MicroMobility #Automotive #CarDesign #Cars #Autos #Autonomous #AVs  https://t.co/obHiIDNY4C,und,0,0,OnAppleCar,"AppleCar, ProjectTitan, AutonomousCars, AutonomousVehicles, SelfdrivingCars, Transportation, Mobility, MaaS, NewMobility, FutureMobility, MicroMobility, Automotive, CarDesign, Cars, Autos, Autonomous, AVs",MiSc_at,Cupertino,
1.16E+18,Sun Aug 11 05:05:07 +0000 2019,"<a href=""http://www.startzai.com"" rel=""nofollow"">startzai rt</a>","RT @guidaautonoma: #Amazon ha cominciato a consegnare pacchi con i suoi robot Scout

https://t.co/hXAGCygz5r
#guidaautonoma #autonomous #Sm…",it,0,8,startzai,"Amazon, guidaautonoma, autonomous",guidaautonoma,italy,
1.16E+18,Sun Aug 11 05:01:55 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @guidaautonoma: #Amazon ha cominciato a consegnare pacchi con i suoi robot Scout

https://t.co/hXAGCygz5r
#guidaautonoma #autonomous #Sm…",it,0,8,UrbLivLab,"Amazon, guidaautonoma, autonomous",guidaautonoma,,
1.16E+18,Sun Aug 11 05:01:43 +0000 2019,"<a href=""http://azure.microsoft.com/en-us/services/app-service/logic/"" rel=""nofollow"">Microsoft Azure Logic Apps</a>","Making motorcycles ""smart"" and safer with the help of #AI. Via seeker #AI #transportation #AutonomousVehicles Paula_Piccard HaroldSinnott MHiesboeck alvinfoo kashthefuturist antgrasso andi_staub TopCyberNews TamaraMcCleary https://t.co/wkdd3WvpfV",en,0,1,FelixEVargas,"AI, AI, transportation, AutonomousVehicles",,Lima,
1.16E+18,Sun Aug 11 05:00:57 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TomHall: Cool, but

NO WAY!

🚔

#SelfDrivingCars #Saturday 

https://t.co/Op56fRdg3R",en,0,118,love_somka,"SelfDrivingCars, Saturday",TomHall,Bangkok Thailand,
1.16E+18,Sun Aug 11 05:00:27 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @mvollmer1: Making motorcycles ""smart"" and safer with the help of #AI. Via @seeker #AI #transportation #AutonomousVehicles @Paula_Piccar…",en,0,107,inov82influence,"AI, AI, transportation, AutonomousVehicles","mvollmer1, Seeker",,
1.16E+18,Sun Aug 11 04:59:21 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @mvollmer1: Making motorcycles ""smart"" and safer with the help of #AI. Via @seeker #AI #transportation #AutonomousVehicles @Paula_Piccar…",en,0,107,mary_b_68,"AI, AI, transportation, AutonomousVehicles","mvollmer1, Seeker","Monterrey, Nuevo León",
1.16E+18,Sun Aug 11 04:59:07 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#Amazon ha cominciato a consegnare pacchi con i suoi robot Scout

https://t.co/hXAGCygz5r
#guidaautonoma #autonomous #SmartCity #AI #IoT #Robotics #tech #5G #driverless #selfdriving #SelfDrivingCars #startup #technology #DriverlessCars #Robots #startups #mobility #delivery #robot https://t.co/3Ax87fA6r9",it,6,8,guidaautonoma,"Amazon, guidaautonoma, autonomous, SmartCity, AI, IoT, Robotics, tech, 5G, driverless, selfdriving, SelfDrivingCars, startup, technology, DriverlessCars, Robots, startups, mobility, delivery, robot",,Genova Italy,
1.16E+18,Sun Aug 11 04:58:01 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @mvollmer1: Making motorcycles ""smart"" and safer with the help of #AI. Via @seeker #AI #transportation #AutonomousVehicles @Paula_Piccar…",en,0,107,mechiebalo,"AI, AI, transportation, AutonomousVehicles","mvollmer1, Seeker",,
1.16E+18,Sun Aug 11 04:56:57 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @CelineDarnet_: 700+ enterprise #Drone use-cases for 2019 &gt;&gt;&gt; @droneii via @MikeQuindazzi &gt;&gt;&gt; #AI #IoT #Robotics #DataScience #Autonomou…,en,0,37,jmarinpu,"Drone, AI, IoT, Robotics, DataScience","CelineDarnet_, droneii, MikeQuindazzi",Mataró/Maresme/Barcelona,
1.16E+18,Sun Aug 11 04:55:36 +0000 2019,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @mvollmer1: Making motorcycles ""smart"" and safer with the help of #AI. Via @seeker #AI #transportation #AutonomousVehicles @Paula_Piccar…",en,0,107,mvollmer1,"AI, AI, transportation, AutonomousVehicles","mvollmer1, Seeker","Munich, Bavaria",
1.16E+18,Sun Aug 11 04:55:06 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @jeanyvesgonin: Roller #Robot with balance and agility &gt;&gt;&gt; @IntEngineering and @ANYbotics via @MikeQuindazzi &gt;&gt;&gt; #AI #IoT #4IR #Robotics…,en,0,46,PaolaEbranati,"Robot, AI, IoT, 4IR, Robotics","jeanyvesgonin, IntEngineering, anybotics, MikeQuindazzi",Italy - USA ,
1.16E+18,Sun Aug 11 04:54:58 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @mvollmer1: Making motorcycles ""smart"" and safer with the help of #AI. Via @seeker #AI #transportation #AutonomousVehicles @Paula_Piccar…",en,0,107,AstridLaufan,"AI, AI, transportation, AutonomousVehicles","mvollmer1, Seeker",People's Republic of China,
1.16E+18,Sun Aug 11 04:52:30 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @jeanyvesgonin: Roller #Robot with balance and agility &gt;&gt;&gt; @IntEngineering and @ANYbotics via @MikeQuindazzi &gt;&gt;&gt; #AI #IoT #4IR #Robotics…,en,0,46,vivekvardhan05,"Robot, AI, IoT, 4IR, Robotics","jeanyvesgonin, IntEngineering, anybotics, MikeQuindazzi","Chennai, India",
1.16E+18,Sun Aug 11 04:49:19 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TomHall: Cool, but

NO WAY!

🚔

#SelfDrivingCars #Saturday 

https://t.co/Op56fRdg3R",en,0,118,mulyahati_,"SelfDrivingCars, Saturday",TomHall,,
1.16E+18,Sun Aug 11 04:46:08 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @TomHall: Cool, but

NO WAY!

🚔

#SelfDrivingCars #Saturday 

https://t.co/Op56fRdg3R",en,0,118,zwilling_i,"SelfDrivingCars, Saturday",TomHall,Ubi sentire  bonum  est  in  domum  suam ,
1.16E+18,Sun Aug 11 04:45:54 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @jeanyvesgonin: Roller #Robot with balance and agility &gt;&gt;&gt; @IntEngineering and @ANYbotics via @MikeQuindazzi &gt;&gt;&gt; #AI #IoT #4IR #Robotics…,en,0,46,ShreasthaVyas,"Robot, AI, IoT, 4IR, Robotics","jeanyvesgonin, IntEngineering, anybotics, MikeQuindazzi",bhopal,
1.16E+18,Sun Aug 11 04:45:20 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @rajat_shrimal: This Renault concept car showcases the technology in their future #AutonomousVehicles

#AI #Automation #Industry40 #Arti…",en,0,18,ShreasthaVyas,"AutonomousVehicles, AI, Automation, Industry40",rajat_shrimal,bhopal,
1.16E+18,Sun Aug 11 04:43:01 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @TomHall: Cool, but

NO WAY!

🚔

#SelfDrivingCars #Saturday 

https://t.co/Op56fRdg3R",en,0,118,therealsuzn,"SelfDrivingCars, Saturday",TomHall,"Los Angeles, CA",
1.16E+18,Sun Aug 11 04:39:55 +0000 2019,"<a href=""http://www.wiomax.com/cn"" rel=""nofollow"">wiomax_cn2</a>",RT @MillennialBrnch: Optimus Ride’s autonomous system makes self-driving vehicles a reality https://t.co/aZ0GJXzbij #driverless #selfdrivin…,en,0,2,wiomax_cn,driverless,MillennialBrnch,United States,
1.16E+18,Sun Aug 11 04:36:07 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @mvollmer1: Making motorcycles ""smart"" and safer with the help of #AI. Via @seeker #AI #transportation #AutonomousVehicles @Paula_Piccar…",en,0,107,NewTechBase,"AI, AI, transportation, AutonomousVehicles","mvollmer1, Seeker","New York, USA",
1.16E+18,Sun Aug 11 04:32:50 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TomHall: Cool, but

NO WAY!

🚔

#SelfDrivingCars #Saturday 

https://t.co/Op56fRdg3R",en,0,118,SantosRico2,"SelfDrivingCars, Saturday",TomHall,"Tijuana, Baja California",
1.16E+18,Sun Aug 11 04:27:00 +0000 2019,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @TomHall: Cool, but

NO WAY!

🚔

#SelfDrivingCars #Saturday 

https://t.co/Op56fRdg3R",en,0,118,18Bini,"SelfDrivingCars, Saturday",TomHall,,
1.16E+18,Sun Aug 11 04:23:54 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TomHall: Cool, but

NO WAY!

🚔

#SelfDrivingCars #Saturday 

https://t.co/Op56fRdg3R",en,0,118,dblanco99,"SelfDrivingCars, Saturday",TomHall,,
1.16E+18,Sun Aug 11 04:20:03 +0000 2019,"<a href=""http://www.wiomax.com/cn"" rel=""nofollow"">wiomax_cn2</a>","RT @wadekwright: China: WeRide autonomous driving startup launches robotaxi company with Guangzhou's Baiyun Taxi company, which owns a 10K-…",en,0,2,wiomax_cn,,wadekwright,United States,
1.16E+18,Sun Aug 11 04:14:20 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TomHall: Cool, but

NO WAY!

🚔

#SelfDrivingCars #Saturday 

https://t.co/Op56fRdg3R",en,0,118,dededinahlove,"SelfDrivingCars, Saturday",TomHall,,
1.16E+18,Sun Aug 11 04:11:59 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @JeroenBartelse: Self-driving cars, robotic surgeries; the future 5G promises — internet connections so fast they'll support an entirely…",en,0,42,eegeeb,,JeroenBartelse,Oldham County - ,
1.16E+18,Sun Aug 11 04:08:54 +0000 2019,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @mvollmer1: Making motorcycles ""smart"" and safer with the help of #AI. Via @seeker #AI #transportation #AutonomousVehicles @Paula_Piccar…",en,0,107,michaelpurvis64,"AI, AI, transportation, AutonomousVehicles","mvollmer1, Seeker","Pakenham, Victora, Australia",
